weather_id,country,state,reading_date,rainfall_mm,avg_temp_c,humidity_pct
1299,Kenya,Kiambu,2026-05-10,1.8,20.1,51.7
1300,Kenya,Kisumu,2026-05-10,2.7,25.2,63.5
1301,Nigeria,Kaduna,2026-05-11,6.2,32.8,65.7
1302,Nigeria,Kano,2026-05-11,1.8,25.4,67.8
1303,Nigeria,Rivers,2026-05-11,11.1,27.2,88.7
1304,Nigeria,Benue,2026-05-11,4.9,31.9,69.4
1305,Nigeria,Oyo,2026-05-11,1.3,27.6,57.8
1306,Ghana,Ashanti,2026-05-11,6.7,25.3,77.2
1307,Ghana,Greater Accra,2026-05-11,8.2,30.9,74.6
1308,Kenya,Nakuru,2026-05-11,3.5,23.5,64.8
1309,Kenya,Kiambu,2026-05-11,9.3,27.6,82.2
1310,Kenya,Kisumu,2026-05-11,5.8,27.7,63.8
1311,Nigeria,Kaduna,2026-05-12,0.0,28.4,51.4
1312,Nigeria,Kano,2026-05-12,4.8,31.3,62.6
1313,Nigeria,Rivers,2026-05-12,1.8,26.0,62.5
1314,Nigeria,Benue,2026-05-12,7.2,31.2,69.7
1315,Nigeria,Oyo,2026-05-12,4.5,30.1,68.3
1316,Ghana,Ashanti,2026-05-12,6.9,26.8,79.4
1317,Ghana,Greater Accra,2026-05-12,14.3,27.4,95.2
1318,Kenya,Nakuru,2026-05-12,5.5,20.9,62.5
1319,Kenya,Kiambu,2026-05-12,7.8,23.6,82.4
1320,Kenya,Kisumu,2026-05-12,11.2,23.8,84.5
1321,Nigeria,Kaduna,2026-05-13,4.2,27.5,57.9
1322,Nigeria,Kano,2026-05-13,7.0,25.2,64.5
1323,Nigeria,Rivers,2026-05-13,2.8,25.7,69.8
1324,Nigeria,Benue,2026-05-13,16.2,31.8,98.0
1325,Nigeria,Oyo,2026-05-13,4.9,30.1,76.3
1326,Ghana,Ashanti,2026-05-13,12.1,24.0,91.2
1327,Ghana,Greater Accra,2026-05-13,3.1,28.7,71.9
1328,Kenya,Nakuru,2026-05-13,4.6,23.8,66.4
1329,Kenya,Kiambu,2026-05-13,2.5,20.6,63.2
1330,Kenya,Kisumu,2026-05-13,4.0,27.1,62.8
1331,Nigeria,Kaduna,2026-05-14,12.7,32.4,81.2
1332,Nigeria,Kano,2026-05-14,1.4,26.1,63.2
1333,Nigeria,Rivers,2026-05-14,7.1,30.1,70.9
1334,Nigeria,Benue,2026-05-14,0.0,26.2,49.0
1335,Nigeria,Oyo,2026-05-14,6.4,27.0,74.9
1336,Ghana,Ashanti,2026-05-14,7.3,31.1,70.0
1337,Ghana,Greater Accra,2026-05-14,0.0,29.8,62.6
1338,Kenya,Nakuru,2026-05-14,7.6,24.3,72.8
1339,Kenya,Kiambu,2026-05-14,0.6,21.4,66.2
1340,Kenya,Kisumu,2026-05-14,11.0,27.6,75.4
1341,Nigeria,Kaduna,2026-05-15,9.1,30.6,72.2
1342,Nigeria,Kano,2026-05-15,9.3,27.6,72.9
1343,Nigeria,Rivers,2026-05-15,8.2,27.1,66.5
1344,Nigeria,Benue,2026-05-15,0.0,32.6,51.6
1345,Nigeria,Oyo,2026-05-15,3.1,28.7,67.5
1346,Ghana,Ashanti,2026-05-15,2.3,31.0,67.5
1347,Ghana,Greater Accra,2026-05-15,6.9,25.5,79.8
1348,Kenya,Nakuru,2026-05-15,6.0,27.9,66.0
1349,Kenya,Kiambu,2026-05-15,0.0,25.8,55.8
1350,Kenya,Kisumu,2026-05-15,3.4,27.5,68.1
1351,Nigeria,Kaduna,2026-05-16,9.4,32.2,75.7
1352,Nigeria,Kano,2026-05-16,4.5,26.7,69.4
1353,Nigeria,Rivers,2026-05-16,1.3,26.3,53.1
1354,Nigeria,Benue,2026-05-16,0.2,26.5,62.5
1355,Nigeria,Oyo,2026-05-16,0.0,31.6,63.2
1356,Ghana,Ashanti,2026-05-16,3.5,26.8,55.3
1357,Ghana,Greater Accra,2026-05-16,0.0,24.5,61.1
1358,Kenya,Nakuru,2026-05-16,3.1,27.7,69.0
1359,Kenya,Kiambu,2026-05-16,4.8,21.6,65.0
1360,Kenya,Kisumu,2026-05-16,11.3,28.0,90.7
1361,Nigeria,Kaduna,2026-05-17,2.7,31.6,58.1
1362,Nigeria,Kano,2026-05-17,9.5,32.2,74.8
1363,Nigeria,Rivers,2026-05-17,5.4,25.3,76.1
1364,Nigeria,Benue,2026-05-17,8.4,30.6,77.7
1365,Nigeria,Oyo,2026-05-17,6.2,32.0,69.2
1366,Ghana,Ashanti,2026-05-17,5.9,28.0,69.9
1367,Ghana,Greater Accra,2026-05-17,8.8,31.9,72.4
1368,Kenya,Nakuru,2026-05-17,6.7,22.0,74.5
1369,Kenya,Kiambu,2026-05-17,3.0,20.4,63.5
1370,Kenya,Kisumu,2026-05-17,7.4,26.6,79.9
1371,Nigeria,Kaduna,2026-05-18,3.3,30.0,62.7
1372,Nigeria,Kano,2026-05-18,0.8,31.3,50.8
1373,Nigeria,Rivers,2026-05-18,1.4,32.3,63.2
1374,Nigeria,Benue,2026-05-18,0.5,27.6,59.7
1375,Nigeria,Oyo,2026-05-18,8.5,32.7,75.9
1376,Ghana,Ashanti,2026-05-18,8.5,26.0,76.2
1377,Ghana,Greater Accra,2026-05-18,0.8,28.6,66.6
1378,Kenya,Nakuru,2026-05-18,8.7,24.2,80.9
1379,Kenya,Kiambu,2026-05-18,10.1,24.8,75.7
1380,Kenya,Kisumu,2026-05-18,0.5,27.9,56.8
1381,Nigeria,Kaduna,2026-05-19,2.8,25.8,68.5
1382,Nigeria,Kano,2026-05-19,0.0,30.4,51.6
1383,Nigeria,Rivers,2026-05-19,5.8,31.9,78.1
1384,Nigeria,Benue,2026-05-19,12.2,29.3,92.5
1385,Nigeria,Oyo,2026-05-19,4.4,26.1,60.8
1386,Ghana,Ashanti,2026-05-19,2.6,28.5,57.0
1387,Ghana,Greater Accra,2026-05-19,0.4,25.9,62.1
1388,Kenya,Nakuru,2026-05-19,6.5,21.2,64.0
1389,Kenya,Kiambu,2026-05-19,1.9,20.2,68.0
1390,Kenya,Kisumu,2026-05-19,1.0,21.3,65.1
1391,Nigeria,Kaduna,2026-05-20,5.6,31.9,76.5
1392,Nigeria,Kano,2026-05-20,7.4,30.7,74.0
1393,Nigeria,Rivers,2026-05-20,5.5,25.4,61.8
1394,Nigeria,Benue,2026-05-20,7.2,26.5,66.7
1395,Nigeria,Oyo,2026-05-20,6.4,29.2,70.1
1396,Ghana,Ashanti,2026-05-20,5.0,27.0,59.4
1397,Ghana,Greater Accra,2026-05-20,12.5,28.8,91.5
1398,Kenya,Nakuru,2026-05-20,6.4,27.4,74.0
1399,Kenya,Kiambu,2026-05-20,4.6,24.4,72.2
1400,Kenya,Kisumu,2026-05-20,3.0,21.5,60.8
1401,Nigeria,Kaduna,2026-05-21,6.2,30.8,77.4
1402,Nigeria,Kano,2026-05-21,5.8,27.3,66.1
1403,Nigeria,Rivers,2026-05-21,5.4,29.7,72.9
1404,Nigeria,Benue,2026-05-21,14.6,31.3,85.5
1405,Nigeria,Oyo,2026-05-21,6.4,29.4,64.2
1406,Ghana,Ashanti,2026-05-21,0.0,26.5,54.4
1407,Ghana,Greater Accra,2026-05-21,8.5,29.4,68.2
1408,Kenya,Nakuru,2026-05-21,4.6,20.0,70.8
1409,Kenya,Kiambu,2026-05-21,9.4,26.0,85.1
1410,Kenya,Kisumu,2026-05-21,4.8,20.0,72.9
1411,Nigeria,Kaduna,2026-05-22,4.4,30.9,63.8
1412,Nigeria,Kano,2026-05-22,8.5,31.7,72.6
1413,Nigeria,Rivers,2026-05-22,6.0,28.5,77.0
1414,Nigeria,Benue,2026-05-22,4.3,28.1,61.7
1415,Nigeria,Oyo,2026-05-22,12.8,28.1,83.0
1416,Ghana,Ashanti,2026-05-22,8.9,30.9,80.2
1417,Ghana,Greater Accra,2026-05-22,2.6,31.5,70.7
1418,Kenya,Nakuru,2026-05-22,0.0,20.0,55.0
1419,Kenya,Kiambu,2026-05-22,3.2,26.5,70.8
1420,Kenya,Kisumu,2026-05-22,8.6,22.2,77.9
1421,Nigeria,Kaduna,2026-05-23,10.3,27.9,80.9
1422,Nigeria,Kano,2026-05-23,6.4,26.6,69.4
1423,Nigeria,Rivers,2026-05-23,6.5,28.0,75.0
1424,Nigeria,Benue,2026-05-23,9.9,29.5,77.0
1425,Nigeria,Oyo,2026-05-23,1.6,25.1,54.9
1426,Ghana,Ashanti,2026-05-23,7.9,27.5,75.1
1427,Ghana,Greater Accra,2026-05-23,9.1,27.8,85.9
1428,Kenya,Nakuru,2026-05-23,1.9,25.3,60.1
1429,Kenya,Kiambu,2026-05-23,2.1,23.0,62.6
1430,Kenya,Kisumu,2026-05-23,2.5,21.4,60.9
1431,Nigeria,Kaduna,2026-05-24,8.9,28.0,79.9
1432,Nigeria,Kano,2026-05-24,7.1,26.9,63.6
1433,Nigeria,Rivers,2026-05-24,8.6,30.6,84.6
1434,Nigeria,Benue,2026-05-24,7.2,28.6,80.9
1435,Nigeria,Oyo,2026-05-24,0.0,32.0,53.8
1436,Ghana,Ashanti,2026-05-24,4.3,26.4,58.3
1437,Ghana,Greater Accra,2026-05-24,9.1,31.8,78.3
1438,Kenya,Nakuru,2026-05-24,0.0,27.5,63.9
1439,Kenya,Kiambu,2026-05-24,5.8,24.1,77.8
1440,Kenya,Kisumu,2026-05-24,1.3,20.9,58.7
1441,Nigeria,Kaduna,2026-05-25,4.6,31.0,66.3
1442,Nigeria,Kano,2026-05-25,6.7,28.1,65.7
1443,Nigeria,Rivers,2026-05-25,9.5,31.4,80.4
1444,Nigeria,Benue,2026-05-25,7.3,26.2,65.3
1445,Nigeria,Oyo,2026-05-25,4.1,26.1,61.1
1446,Ghana,Ashanti,2026-05-25,1.0,25.3,60.3
1447,Ghana,Greater Accra,2026-05-25,0.3,24.6,48.5
1448,Kenya,Nakuru,2026-05-25,5.7,25.7,78.0
1449,Kenya,Kiambu,2026-05-25,9.8,22.9,86.0
1450,Kenya,Kisumu,2026-05-25,0.7,20.8,58.7
1451,Nigeria,Kaduna,2026-05-26,3.4,31.7,55.6
1452,Nigeria,Kano,2026-05-26,1.5,28.5,59.5
1453,Nigeria,Rivers,2026-05-26,10.3,26.0,86.2
1454,Nigeria,Benue,2026-05-26,5.1,29.0,58.7
1455,Nigeria,Oyo,2026-05-26,0.0,25.4,58.4
1456,Ghana,Ashanti,2026-05-26,0.7,25.8,61.4
1457,Ghana,Greater Accra,2026-05-26,3.2,24.4,57.6
1458,Kenya,Nakuru,2026-05-26,7.7,26.6,69.7
1459,Kenya,Kiambu,2026-05-26,13.2,24.0,93.9
1460,Kenya,Kisumu,2026-05-26,0.0,24.9,63.0
1461,Nigeria,Kaduna,2026-05-27,7.4,25.5,72.8
1462,Nigeria,Kano,2026-05-27,2.9,30.2,70.0
1463,Nigeria,Rivers,2026-05-27,2.6,27.1,61.2
1464,Nigeria,Benue,2026-05-27,4.8,25.7,75.8
1465,Nigeria,Oyo,2026-05-27,13.6,29.3,95.0
1466,Ghana,Ashanti,2026-05-27,9.2,30.2,68.3
1467,Ghana,Greater Accra,2026-05-27,11.4,31.5,84.8
1468,Kenya,Nakuru,2026-05-27,7.8,26.0,66.1
1469,Kenya,Kiambu,2026-05-27,7.9,20.0,68.3
1470,Kenya,Kisumu,2026-05-27,7.6,23.7,78.9
1471,Nigeria,Kaduna,2026-05-28,10.8,27.5,79.6
1472,Nigeria,Kano,2026-05-28,4.3,31.0,57.7
1473,Nigeria,Rivers,2026-05-28,0.0,31.9,54.9
1474,Nigeria,Benue,2026-05-28,12.4,31.6,77.9
1475,Nigeria,Oyo,2026-05-28,9.3,31.5,79.0
1476,Ghana,Ashanti,2026-05-28,6.2,29.4,61.4
1477,Ghana,Greater Accra,2026-05-28,0.0,30.6,58.8
1478,Kenya,Nakuru,2026-05-28,5.9,27.0,70.9
1479,Kenya,Kiambu,2026-05-28,2.6,25.6,57.1
1480,Kenya,Kisumu,2026-05-28,10.8,25.2,86.3
1481,Nigeria,Kaduna,2026-05-29,0.9,29.4,52.9
1482,Nigeria,Kano,2026-05-29,4.4,31.9,63.4
1483,Nigeria,Rivers,2026-05-29,2.3,28.8,54.4
1484,Nigeria,Benue,2026-05-29,3.2,31.7,55.9
1485,Nigeria,Oyo,2026-05-29,0.5,32.4,65.7
1486,Ghana,Ashanti,2026-05-29,0.5,25.6,53.7
1487,Ghana,Greater Accra,2026-05-29,2.3,30.2,66.2
1488,Kenya,Nakuru,2026-05-29,4.3,20.3,63.0
1489,Kenya,Kiambu,2026-05-29,8.9,25.3,74.8
1490,Kenya,Kisumu,2026-05-29,10.7,25.5,72.8
1491,Nigeria,Kaduna,2026-05-30,7.2,32.1,77.7
1492,Nigeria,Kano,2026-05-30,3.3,27.9,59.1
1493,Nigeria,Rivers,2026-05-30,5.7,27.7,76.5
1494,Nigeria,Benue,2026-05-30,0.0,28.4,48.1
1495,Nigeria,Oyo,2026-05-30,12.2,28.5,88.5
1496,Ghana,Ashanti,2026-05-30,0.0,27.6,57.6
1497,Ghana,Greater Accra,2026-05-30,6.2,26.0,66.7
1498,Kenya,Nakuru,2026-05-30,11.2,24.3,76.4
1499,Kenya,Kiambu,2026-05-30,4.2,26.4,63.5
1500,Kenya,Kisumu,2026-05-30,7.4,27.9,80.3
1501,Nigeria,Kaduna,2026-05-31,8.3,32.3,75.8
1502,Nigeria,Kano,2026-05-31,4.3,27.6,58.0
1503,Nigeria,Rivers,2026-05-31,8.7,30.6,74.1
1504,Nigeria,Benue,2026-05-31,0.0,28.6,53.0
1505,Nigeria,Oyo,2026-05-31,13.9,26.3,89.2
1506,Ghana,Ashanti,2026-05-31,9.9,29.8,70.0
1507,Ghana,Greater Accra,2026-05-31,14.2,31.2,85.5
1508,Kenya,Nakuru,2026-05-31,7.0,20.3,74.4
1509,Kenya,Kiambu,2026-05-31,4.7,27.9,59.5
1510,Kenya,Kisumu,2026-05-31,5.9,21.9,77.6
1511,Nigeria,Kaduna,2026-06-01,9.5,29.1,75.7
1512,Nigeria,Kano,2026-06-01,4.9,29.8,70.7
1513,Nigeria,Rivers,2026-06-01,9.5,30.6,76.9
1514,Nigeria,Benue,2026-06-01,10.6,28.1,83.8
1515,Nigeria,Oyo,2026-06-01,7.5,28.2,75.4
1516,Ghana,Ashanti,2026-06-01,10.1,31.4,75.9
1517,Ghana,Greater Accra,2026-06-01,7.8,31.5,77.2
1518,Kenya,Nakuru,2026-06-01,3.5,28.0,71.1
1519,Kenya,Kiambu,2026-06-01,3.7,27.2,69.7
1520,Kenya,Kisumu,2026-06-01,2.8,27.2,59.9
1521,Nigeria,Kaduna,2026-06-02,5.6,31.9,73.5
1522,Nigeria,Kano,2026-06-02,4.9,30.6,59.1
1523,Nigeria,Rivers,2026-06-02,3.5,31.9,71.7
1524,Nigeria,Benue,2026-06-02,8.3,32.3,72.3
1525,Nigeria,Oyo,2026-06-02,6.8,29.7,70.6
1526,Ghana,Ashanti,2026-06-02,0.0,31.1,53.1
1527,Ghana,Greater Accra,2026-06-02,3.9,30.7,57.7
1528,Kenya,Nakuru,2026-06-02,5.5,23.5,63.0
1529,Kenya,Kiambu,2026-06-02,8.7,20.4,73.4
1530,Kenya,Kisumu,2026-06-02,8.9,25.9,79.6
1531,Nigeria,Kaduna,2026-06-03,0.0,30.3,61.9
1532,Nigeria,Kano,2026-06-03,0.0,25.4,64.7
1533,Nigeria,Rivers,2026-06-03,3.6,26.7,60.7
1534,Nigeria,Benue,2026-06-03,10.8,30.8,75.6
1535,Nigeria,Oyo,2026-06-03,6.6,27.2,64.5
1536,Ghana,Ashanti,2026-06-03,3.8,24.3,59.6
1537,Ghana,Greater Accra,2026-06-03,10.3,31.8,75.8
1538,Kenya,Nakuru,2026-06-03,6.6,20.6,67.5
1539,Kenya,Kiambu,2026-06-03,3.7,21.8,67.2
1540,Kenya,Kisumu,2026-06-03,3.8,27.0,66.9
1541,Nigeria,Kaduna,2026-06-04,7.3,27.8,77.3
1542,Nigeria,Kano,2026-06-04,9.5,32.3,81.1
1543,Nigeria,Rivers,2026-06-04,4.3,28.1,57.6
1544,Nigeria,Benue,2026-06-04,6.0,28.3,69.6
1545,Nigeria,Oyo,2026-06-04,5.6,25.2,70.2
1546,Ghana,Ashanti,2026-06-04,4.8,31.5,74.3
1547,Ghana,Greater Accra,2026-06-04,3.5,27.1,63.0
1548,Kenya,Nakuru,2026-06-04,4.5,22.1,71.5
1549,Kenya,Kiambu,2026-06-04,15.6,24.0,95.3
1550,Kenya,Kisumu,2026-06-04,0.0,21.0,63.0
1551,Nigeria,Kaduna,2026-06-05,5.5,31.8,65.2
1552,Nigeria,Kano,2026-06-05,7.6,30.6,82.2
1553,Nigeria,Rivers,2026-06-05,5.5,28.1,68.0
1554,Nigeria,Benue,2026-06-05,4.4,31.1,72.3
1555,Nigeria,Oyo,2026-06-05,4.7,26.3,64.2
1556,Ghana,Ashanti,2026-06-05,5.4,24.1,68.4
1557,Ghana,Greater Accra,2026-06-05,8.5,25.0,73.5
1558,Kenya,Nakuru,2026-06-05,4.7,22.3,66.0
1559,Kenya,Kiambu,2026-06-05,4.8,25.0,70.0
1560,Kenya,Kisumu,2026-06-05,10.3,24.6,84.7
1561,Nigeria,Kaduna,2026-06-06,5.6,27.6,61.5
1562,Nigeria,Kano,2026-06-06,7.8,25.1,79.1
1563,Nigeria,Rivers,2026-06-06,0.0,32.1,62.1
1564,Nigeria,Benue,2026-06-06,2.5,25.4,57.2
1565,Nigeria,Oyo,2026-06-06,0.0,29.4,54.5
1566,Ghana,Ashanti,2026-06-06,0.0,26.0,47.3
1567,Ghana,Greater Accra,2026-06-06,6.5,27.1,70.0
1568,Kenya,Nakuru,2026-06-06,3.7,26.4,66.6
1569,Kenya,Kiambu,2026-06-06,13.5,22.7,95.6
1570,Kenya,Kisumu,2026-06-06,5.3,27.3,65.3
1571,Nigeria,Kaduna,2026-06-07,8.7,31.3,76.7
1572,Nigeria,Kano,2026-06-07,1.4,27.6,60.4
1573,Nigeria,Rivers,2026-06-07,6.0,30.9,74.6
1574,Nigeria,Benue,2026-06-07,7.3,27.5,70.8
1575,Nigeria,Oyo,2026-06-07,5.9,28.4,75.1
1576,Ghana,Ashanti,2026-06-07,12.6,25.4,76.2
1577,Ghana,Greater Accra,2026-06-07,3.5,26.8,58.4
1578,Kenya,Nakuru,2026-06-07,0.8,22.0,66.6
1579,Kenya,Kiambu,2026-06-07,9.7,21.0,85.8
1580,Kenya,Kisumu,2026-06-07,1.1,20.9,63.9
1581,Nigeria,Kaduna,2026-06-08,6.6,31.0,62.2
1582,Nigeria,Kano,2026-06-08,2.6,26.5,65.6
1583,Nigeria,Rivers,2026-06-08,7.8,29.9,76.9
1584,Nigeria,Benue,2026-06-08,10.0,25.5,86.4
1585,Nigeria,Oyo,2026-06-08,3.0,29.6,62.6
1586,Ghana,Ashanti,2026-06-08,4.7,24.0,64.4
1587,Ghana,Greater Accra,2026-06-08,6.6,24.9,70.0
1588,Kenya,Nakuru,2026-06-08,6.1,24.3,66.9
1589,Kenya,Kiambu,2026-06-08,0.0,27.0,57.2
1590,Kenya,Kisumu,2026-06-08,3.0,23.7,71.4
1591,Nigeria,Kaduna,2026-06-09,8.0,28.1,74.8
1592,Nigeria,Kano,2026-06-09,10.3,30.7,84.2
1593,Nigeria,Rivers,2026-06-09,6.3,28.8,75.3
1594,Nigeria,Benue,2026-06-09,0.0,30.6,62.4
1595,Nigeria,Oyo,2026-06-09,15.1,29.9,84.6
1596,Ghana,Ashanti,2026-06-09,9.6,31.3,77.6
1597,Ghana,Greater Accra,2026-06-09,7.2,26.7,79.5
1598,Kenya,Nakuru,2026-06-09,9.2,26.9,80.0
1599,Kenya,Kiambu,2026-06-09,7.2,25.8,72.1
1600,Kenya,Kisumu,2026-06-09,4.9,20.0,61.6
1601,Nigeria,Kaduna,2026-06-10,5.8,26.0,76.9
1602,Nigeria,Kano,2026-06-10,8.3,32.8,68.4
1603,Nigeria,Rivers,2026-06-10,6.3,25.7,66.5
1604,Nigeria,Benue,2026-06-10,4.5,32.9,69.2
1605,Nigeria,Oyo,2026-06-10,3.9,31.9,69.5
1606,Ghana,Ashanti,2026-06-10,0.0,24.5,64.5
1607,Ghana,Greater Accra,2026-06-10,10.1,29.7,82.7
1608,Kenya,Nakuru,2026-06-10,3.6,25.4,68.5
1609,Kenya,Kiambu,2026-06-10,4.8,25.1,75.7
1610,Kenya,Kisumu,2026-06-10,2.9,22.2,66.6
1611,Nigeria,Kaduna,2026-06-11,9.6,26.0,77.0
1612,Nigeria,Kano,2026-06-11,11.3,27.9,89.8
1613,Nigeria,Rivers,2026-06-11,4.4,28.0,60.5
1614,Nigeria,Benue,2026-06-11,3.2,32.2,68.1
1615,Nigeria,Oyo,2026-06-11,0.8,32.1,56.3
1616,Ghana,Ashanti,2026-06-11,4.9,27.2,58.4
1617,Ghana,Greater Accra,2026-06-11,6.4,29.7,72.4
1618,Kenya,Nakuru,2026-06-11,4.9,27.5,66.1
1619,Kenya,Kiambu,2026-06-11,1.1,24.7,60.5
1620,Kenya,Kisumu,2026-06-11,6.0,21.8,74.6
1621,Nigeria,Kaduna,2026-06-12,2.7,32.9,54.7
1622,Nigeria,Kano,2026-06-12,0.0,30.5,61.6
1623,Nigeria,Rivers,2026-06-12,6.6,27.4,77.6
1624,Nigeria,Benue,2026-06-12,4.8,25.3,75.0
1625,Nigeria,Oyo,2026-06-12,0.0,26.7,64.0
1626,Ghana,Ashanti,2026-06-12,0.1,24.2,51.6
1627,Ghana,Greater Accra,2026-06-12,9.9,26.2,80.9
1628,Kenya,Nakuru,2026-06-12,3.9,23.1,58.7
1629,Kenya,Kiambu,2026-06-12,12.0,27.5,82.2
1630,Kenya,Kisumu,2026-06-12,8.9,20.1,68.6
1631,Nigeria,Kaduna,2026-06-13,0.0,32.8,54.5
1632,Nigeria,Kano,2026-06-13,9.6,32.8,76.2
1633,Nigeria,Rivers,2026-06-13,12.9,25.3,80.8
1634,Nigeria,Benue,2026-06-13,2.7,28.2,55.9
1635,Nigeria,Oyo,2026-06-13,0.0,27.9,48.1
1636,Ghana,Ashanti,2026-06-13,1.9,28.6,65.4
1637,Ghana,Greater Accra,2026-06-13,5.7,24.3,77.5
1638,Kenya,Nakuru,2026-06-13,1.7,23.1,54.4
1639,Kenya,Kiambu,2026-06-13,2.6,25.7,63.3
1640,Kenya,Kisumu,2026-06-13,11.4,22.8,78.7
1641,Nigeria,Kaduna,2026-06-14,3.1,26.5,69.3
1642,Nigeria,Kano,2026-06-14,3.5,28.1,62.9
1643,Nigeria,Rivers,2026-06-14,5.9,32.7,65.1
1644,Nigeria,Benue,2026-06-14,3.5,31.3,67.1
1645,Nigeria,Oyo,2026-06-14,10.7,32.5,81.7
1646,Ghana,Ashanti,2026-06-14,1.8,26.6,63.3
1647,Ghana,Greater Accra,2026-06-14,8.9,28.1,83.3
1648,Kenya,Nakuru,2026-06-14,7.9,20.3,78.3
1649,Kenya,Kiambu,2026-06-14,10.1,25.5,72.0
1650,Kenya,Kisumu,2026-06-14,3.3,25.0,62.0
1651,Nigeria,Kaduna,2026-06-15,0.9,32.3,61.8
1652,Nigeria,Kano,2026-06-15,0.1,30.3,57.4
1653,Nigeria,Rivers,2026-06-15,2.9,29.5,68.2
1654,Nigeria,Benue,2026-06-15,6.9,32.1,75.9
1655,Nigeria,Oyo,2026-06-15,8.2,28.7,83.0
1656,Ghana,Ashanti,2026-06-15,4.2,31.1,68.7
1657,Ghana,Greater Accra,2026-06-15,3.1,26.0,71.1
1658,Kenya,Nakuru,2026-06-15,7.2,27.6,64.2
1659,Kenya,Kiambu,2026-06-15,4.4,25.7,63.7
1660,Kenya,Kisumu,2026-06-15,3.5,25.3,64.1
1661,Nigeria,Kaduna,2026-06-16,16.0,27.1,98.0
1662,Nigeria,Kano,2026-06-16,7.0,31.2,70.0
1663,Nigeria,Rivers,2026-06-16,2.8,29.0,67.7
1664,Nigeria,Benue,2026-06-16,0.0,28.2,59.8
1665,Nigeria,Oyo,2026-06-16,2.8,30.8,70.3
1666,Ghana,Ashanti,2026-06-16,0.0,31.3,53.0
1667,Ghana,Greater Accra,2026-06-16,8.3,27.5,76.2
1668,Kenya,Nakuru,2026-06-16,14.9,27.9,86.2
1669,Kenya,Kiambu,2026-06-16,0.1,26.2,54.1
1670,Kenya,Kisumu,2026-06-16,9.2,26.5,76.0
1671,Nigeria,Kaduna,2026-06-17,6.7,26.4,67.6
1672,Nigeria,Kano,2026-06-17,3.8,25.2,68.4
1673,Nigeria,Rivers,2026-06-17,8.6,31.7,77.9
1674,Nigeria,Benue,2026-06-17,5.2,32.5,68.1
1675,Nigeria,Oyo,2026-06-17,6.0,28.2,63.4
1676,Ghana,Ashanti,2026-06-17,2.6,30.3,59.8
1677,Ghana,Greater Accra,2026-06-17,2.5,27.6,54.8
1678,Kenya,Nakuru,2026-06-17,7.3,27.4,64.0
1679,Kenya,Kiambu,2026-06-17,7.2,21.9,77.6
1680,Kenya,Kisumu,2026-06-17,2.7,24.7,55.2
1681,Nigeria,Kaduna,2026-06-18,5.9,31.5,61.4
1682,Nigeria,Kano,2026-06-18,6.9,30.3,67.5
1683,Nigeria,Rivers,2026-06-18,2.5,31.3,55.5
1684,Nigeria,Benue,2026-06-18,4.3,28.3,58.9
1685,Nigeria,Oyo,2026-06-18,6.4,26.7,76.3
1686,Ghana,Ashanti,2026-06-18,0.0,27.6,54.4
1687,Ghana,Greater Accra,2026-06-18,2.6,24.8,69.3
1688,Kenya,Nakuru,2026-06-18,1.3,27.2,50.5
1689,Kenya,Kiambu,2026-06-18,1.0,24.0,59.0
1690,Kenya,Kisumu,2026-06-18,0.0,22.9,50.0
1691,Nigeria,Kaduna,2026-06-19,6.5,30.8,69.9
1692,Nigeria,Kano,2026-06-19,4.3,32.3,67.0
1693,Nigeria,Rivers,2026-06-19,3.9,31.5,67.7
1694,Nigeria,Benue,2026-06-19,7.5,30.9,67.4
1695,Nigeria,Oyo,2026-06-19,8.6,28.7,71.7
1696,Ghana,Ashanti,2026-06-19,2.0,29.4,67.5
1697,Ghana,Greater Accra,2026-06-19,3.0,25.6,71.4
1698,Kenya,Nakuru,2026-06-19,5.0,27.0,75.4
1699,Kenya,Kiambu,2026-06-19,2.3,23.3,58.4
1700,Kenya,Kisumu,2026-06-19,0.0,25.9,49.7
1701,Nigeria,Kaduna,2026-06-20,8.7,26.1,74.7
1702,Nigeria,Kano,2026-06-20,2.5,30.5,60.1
1703,Nigeria,Rivers,2026-06-20,5.1,27.2,59.9
1704,Nigeria,Benue,2026-06-20,5.3,31.6,75.9
1705,Nigeria,Oyo,2026-06-20,2.4,26.2,60.5
1706,Ghana,Ashanti,2026-06-20,2.3,28.3,52.7
1707,Ghana,Greater Accra,2026-06-20,8.3,28.2,83.7
1708,Kenya,Nakuru,2026-06-20,3.6,20.3,71.9
1709,Kenya,Kiambu,2026-06-20,0.0,25.8,48.2
1710,Kenya,Kisumu,2026-06-20,5.6,21.5,68.2
1711,Nigeria,Kaduna,2026-06-21,6.5,28.4,72.8
1712,Nigeria,Kano,2026-06-21,2.8,26.8,63.9
1713,Nigeria,Rivers,2026-06-21,6.8,26.7,69.8
1714,Nigeria,Benue,2026-06-21,0.0,31.4,59.5
1715,Nigeria,Oyo,2026-06-21,2.6,25.3,55.2
1716,Ghana,Ashanti,2026-06-21,5.1,27.0,64.9
1717,Ghana,Greater Accra,2026-06-21,3.8,27.1,72.0
1718,Kenya,Nakuru,2026-06-21,0.3,20.2,59.4
1719,Kenya,Kiambu,2026-06-21,0.0,23.9,51.4
1720,Kenya,Kisumu,2026-06-21,2.4,21.0,59.3
1721,Nigeria,Kaduna,2026-06-22,0.0,31.9,59.3
